lucode,code,nlcd,LULC_name,notes,nlud_simple,nlud_simple_class,nlud_simple_subclass,fertilizer,pesticide,irrigation,planting_diversity,mowing,public_access,green_space,building_type,tree,tree_canopy_percentage,tree_canopy_cover,tree_canopy_colors,c_above,c_below,c_soil,c_dead,c_embedded_storage,c_embedded_emissions,c_annual_emissions
538,15312,31,Barren Land,,15,Residential,Rural,0.4,0.4,0.4,0.9,0.6,-1,-1,-1,2,0.4,medium,#a1d99b,41.8586598,0,56.81463613,4.266666667,0,0,0
539,15313,31,Barren Land,,15,Residential,Rural,0.4,0.4,0.4,0.9,0.6,-1,-1,-1,3,0.66,high,#31a354,64.64678868,0,77.16914961,7.04,0,0,0
540,15410,41,Deciduous Forest,,15,Residential,Rural,-1,0.4,-1,-1,0.6,-1,-1,-1,0,0,none,#ffffff,85.88498714,0,96.08994273,8.8,0,0,0
541,15411,41,Deciduous Forest,,15,Residential,Rural,-1,0.4,-1,-1,0.6,-1,-1,-1,1,0.15,low,#e5f5e0,85.88498714,0,96.08994273,8.8,0,0,0
542,15412,41,Deciduous Forest,,15,Residential,Rural,-1,0.4,-1,-1,0.6,-1,-1,-1,2,0.4,medium,#a1d99b,85.88498714,0,96.08994273,8.8,0,0,0
543,15413,41,Deciduous Forest,,15,Residential,Rural,-1,0.4,-1,-1,0.6,-1,-1,-1,3,0.66,high,#31a354,85.88498714,0,96.08994273,8.8,0,0,0
544,15420,42,Evergreen Forest,,15,Residential,Rural,-1,0.4,-1,-1,0.6,-1,-1,-1,0,0,none,#ffffff,105.6849871,0,96.08994273,14.4,0,0,0
545,15421,42,Evergreen Forest,,15,Residential,Rural,-1,0.4,-1,-1,0.6,-1,-1,-1,1,0.15,low,#e5f5e0,105.6849871,0,96.08994273,14.4,0,0,0
546,15422,42,Evergreen Forest,,15,Residential,Rural,-1,0.4,-1,-1,0.6,-1,-1,-1,2,0.4,medium,#a1d99b,105.6849871,0,96.08994273,14.4,0,0,0
547,15423,42,Evergreen Forest,,15,Residential,Rural,-1,0.4,-1,-1,0.6,-1,-1,-1,3,0.66,high,#31a354,105.6849871,0,96.08994273,14.4,0,0,0
548,15430,43,Mixed Forest,,15,Residential,Rural,-1,0.4,-1,-1,0.6,-1,-1,-1,0,0,none,#ffffff,91.76997429,0,119.1798855,8.8,0,0,0
549,15431,43,Mixed Forest,,15,Residential,Rural,-1,0.4,-1,-1,0.6,-1,-1,-1,1,0.15,low,#e5f5e0,91.76997429,0,119.1798855,8.8,0,0,0
550,15432,43,Mixed Forest,,15,Residential,Rural,-1,0.4,-1,-1,0.6,-1,-1,-1,2,0.4,medium,#a1d99b,91.76997429,0,119.1798855,8.8,0,0,0
551,15433,43,Mixed Forest,,15,Residential,Rural,-1,0.4,-1,-1,0.6,-1,-1,-1,3,0.66,high,#31a354,91.76997429,0,119.1798855,8.8,0,0,0
552,15520,52,Shrub/Scrub,,15,Residential,Rural,0.4,0.4,0.4,0.9,0.6,-1,-1,-1,0,0,none,#ffffff,47.875,0,68.15477645,0,0,0,0
553,15521,52,Shrub/Scrub,,15,Residential,Rural,0.4,0.4,0.4,0.9,0.6,-1,-1,-1,1,0.15,low,#e5f5e0,54.86074743,0,73.49954853,1.6,0,0,0
554,15522,52,Shrub/Scrub,,15,Residential,Rural,0.4,0.4,0.4,0.9,0.6,-1,-1,-1,2,0.4,medium,#a1d99b,66.5036598,0,82.407502,4.266666667,0,0,0
555,15523,52,Shrub/Scrub,,15,Residential,Rural,0.4,0.4,0.4,0.9,0.6,-1,-1,-1,3,0.66,high,#31a354,78.61228868,0,91.6717736,7.04,0,0,0
556,15710,71,Herbaceuous,,15,Residential,Rural,0.4,0.4,0.4,0.9,0.6,-1,-1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
557,15711,71,Herbaceuous,,15,Residential,Rural,0.4,0.4,0.4,0.9,0.6,-1,-1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
558,15712,71,Herbaceuous,,15,Residential,Rural,0.4,0.4,0.4,0.9,0.6,-1,-1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
559,15713,71,Herbaceuous,,15,Residential,Rural,0.4,0.4,0.4,0.9,0.6,-1,-1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
560,15810,81,Hay/Pasture,,15,Residential,Rural,0.4,0.4,0.4,0.9,0.6,-1,-1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
561,15811,81,Hay/Pasture,,15,Residential,Rural,0.4,0.4,0.4,0.9,0.6,-1,-1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
562,15812,81,Hay/Pasture,,15,Residential,Rural,0.4,0.4,0.4,0.9,0.6,-1,-1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
563,15813,81,Hay/Pasture,,15,Residential,Rural,0.4,0.4,0.4,0.9,0.6,-1,-1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
564,15820,82,Cultivated Crops,,15,Residential,Rural,0.4,0.4,0.4,-1,-1,-1,-1,-1,0,0,none,#ffffff,4.793840162,0,65.75263422,0,0,0,0
565,15821,82,Cultivated Crops,,15,Residential,Rural,0.4,0.4,0.4,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,18.24176156,0,71.45772764,1.6,0,0,0
566,15822,82,Cultivated Crops,,15,Residential,Rural,0.4,0.4,0.4,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,40.6549639,0,80.96621666,4.266666667,0,0,0
567,15823,82,Cultivated Crops,,15,Residential,Rural,0.4,0.4,0.4,-1,-1,-1,-1,-1,3,0.66,high,#31a354,63.96469433,0,90.85504525,7.04,0,0,0
568,15900,90,Woody Wetlands,,15,Residential,Rural,0.4,0.4,-1,-1,0.6,-1,-1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
569,15901,90,Woody Wetlands,,15,Residential,Rural,0.4,0.4,-1,-1,0.6,-1,-1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
570,15902,90,Woody Wetlands,,15,Residential,Rural,0.4,0.4,-1,-1,0.6,-1,-1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
571,15903,90,Woody Wetlands,,15,Residential,Rural,0.4,0.4,-1,-1,0.6,-1,-1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
572,15950,95,Emergent Herbaceuous Wetlands,,15,Residential,Rural,0.4,0.4,-1,-1,0.6,-1,-1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
573,15951,95,Emergent Herbaceuous Wetlands,,15,Residential,Rural,0.4,0.4,-1,-1,0.6,-1,-1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
574,15952,95,Emergent Herbaceuous Wetlands,,15,Residential,Rural,0.4,0.4,-1,-1,0.6,-1,-1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
575,15953,95,Emergent Herbaceuous Wetlands,,15,Residential,Rural,0.4,0.4,-1,-1,0.6,-1,-1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
576,20110,11,Open Water,,20,Commercial,,-1,-1,-1,-1,-1,0,-1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
577,20111,11,Open Water,,20,Commercial,,-1,-1,-1,-1,-1,0,-1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
578,20112,11,Open Water,,20,Commercial,,-1,-1,-1,-1,-1,0,-1,-1,2,0.4,medium,#a1d99b,37.7786598,0,41.51463613,4.266666667,0,0,0
579,20113,11,Open Water,,20,Commercial,,-1,-1,-1,-1,-1,0,-1,-1,3,0.66,high,#31a354,62.33478868,0,68.49914961,7.04,0,0,0
580,20120,12,Perennial Ice/Snow,,20,Commercial,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
581,20121,12,Perennial Ice/Snow,,20,Commercial,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
582,20122,12,Perennial Ice/Snow,,20,Commercial,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,37.7786598,0,41.51463613,4.266666667,0,0,0
583,20123,12,Perennial Ice/Snow,,20,Commercial,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,62.33478868,0,68.49914961,7.04,0,0,0
584,20210,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,0,0,none,#ffffff,25.49986095,4.08,79.01411479,1.76,51.81402439,212.31,37.03522039
585,20211,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,1,0.15,low,#e5f5e0,35.84187923,3.468,82.72998612,3.096,51.81402439,212.31,37.03522039
586,20212,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,2,0.4,medium,#a1d99b,53.07857637,2.448,88.923105,5.322666667,51.81402439,212.31,37.03522039
587,20213,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,3,0.66,high,#31a354,71.0047414,1.3872,95.36394864,7.6384,51.81402439,212.31,37.03522039
588,20220,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",20,Commercial,,0.6,0.6,0.6,0.1,1,-1,-1,-1,0,0,none,#ffffff,20.90844667,3.52,72.06732319,0.61,207.2560976,849.24,147.1338816
589,20221,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",20,Commercial,,0.6,0.6,0.6,0.1,1,-1,-1,-1,1,0.15,low,#e5f5e0,31.9391771,2.992,76.82521326,2.1185,207.2560976,849.24,147.1338816
590,20222,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",20,Commercial,,0.6,0.6,0.6,0.1,1,-1,-1,-1,2,0.4,medium,#a1d99b,50.32372781,2.112,84.75503004,4.632666667,207.2560976,849.24,147.1338816
591,20223,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",20,Commercial,,0.6,0.6,0.6,0.1,1,-1,-1,-1,3,0.66,high,#31a354,69.44366054,1.1968,93.0020395,7.2474,207.2560976,849.24,147.1338816
592,20230,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",20,Commercial,,0.6,0.6,0.6,0.1,1,-1,-1,-1,0,0,none,#ffffff,17.69813636,3.08,61.93838294,0.36,234.070122,954.85,720.4716833
593,20231,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",20,Commercial,,0.6,0.6,0.6,0.1,1,-1,-1,-1,1,0.15,low,#e5f5e0,29.21041333,2.618,68.21561405,1.906,234.070122,954.85,720.4716833
594,20232,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",20,Commercial,,0.6,0.6,0.6,0.1,1,-1,-1,-1,2,0.4,medium,#a1d99b,48.39754162,1.848,78.67766589,4.482666667,234.070122,954.85,720.4716833
595,20233,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",20,Commercial,,0.6,0.6,0.6,0.1,1,-1,-1,-1,3,0.66,high,#31a354,68.35215504,1.0472,89.55819981,7.1624,234.070122,954.85,720.4716833
596,20240,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",20,Commercial,,0.6,0.6,0.6,0.1,1,-1,-1,-1,0,0,none,#ffffff,10.98142029,1.76,44.78642515,0.245,267.9065041,3418.485,1805.616283
597,20241,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",20,Commercial,,0.6,0.6,0.6,0.1,1,-1,-1,-1,1,0.15,low,#e5f5e0,23.50120467,1.496,53.63644993,1.80825,267.9065041,3418.485,1805.616283
598,20242,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",20,Commercial,,0.6,0.6,0.6,0.1,1,-1,-1,-1,2,0.4,medium,#a1d99b,44.36751198,1.056,68.38649122,4.413666667,267.9065041,3418.485,1805.616283
599,20243,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",20,Commercial,,0.6,0.6,0.6,0.1,1,-1,-1,-1,3,0.66,high,#31a354,66.06847158,0.5984,83.72653416,7.1233,267.9065041,3418.485,1805.616283
600,20310,31,Barren Land,,20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,0,0,none,#ffffff,6.8,0,25.5,0,0,0,0
601,20311,31,Barren Land,,20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,1,0.15,low,#e5f5e0,19.94699743,0,37.24298855,1.6,0,0,0
602,20312,31,Barren Land,,20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,2,0.4,medium,#a1d99b,41.8586598,0,56.81463613,4.266666667,0,0,0
603,20313,31,Barren Land,,20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,3,0.66,high,#31a354,64.64678868,0,77.16914961,7.04,0,0,0
604,20410,41,Deciduous Forest,,20,Commercial,,-1,0.6,-1,-1,1,0,-1,-1,0,0,none,#ffffff,85.88498714,0,96.08994273,8.8,0,0,0
605,20411,41,Deciduous Forest,,20,Commercial,,-1,0.6,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,85.88498714,0,96.08994273,8.8,0,0,0
606,20412,41,Deciduous Forest,,20,Commercial,,-1,0.6,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,85.88498714,0,96.08994273,8.8,0,0,0
607,20413,41,Deciduous Forest,,20,Commercial,,-1,0.6,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,85.88498714,0,96.08994273,8.8,0,0,0
608,20420,42,Evergreen Forest,,20,Commercial,,-1,0.6,-1,-1,1,0,-1,-1,0,0,none,#ffffff,105.6849871,0,96.08994273,14.4,0,0,0
609,20421,42,Evergreen Forest,,20,Commercial,,-1,0.6,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,105.6849871,0,96.08994273,14.4,0,0,0
610,20422,42,Evergreen Forest,,20,Commercial,,-1,0.6,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,105.6849871,0,96.08994273,14.4,0,0,0
611,20423,42,Evergreen Forest,,20,Commercial,,-1,0.6,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,105.6849871,0,96.08994273,14.4,0,0,0
612,20430,43,Mixed Forest,,20,Commercial,,-1,0.6,-1,-1,1,0,-1,-1,0,0,none,#ffffff,91.76997429,0,119.1798855,8.8,0,0,0
613,20431,43,Mixed Forest,,20,Commercial,,-1,0.6,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,91.76997429,0,119.1798855,8.8,0,0,0
614,20432,43,Mixed Forest,,20,Commercial,,-1,0.6,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,91.76997429,0,119.1798855,8.8,0,0,0
615,20433,43,Mixed Forest,,20,Commercial,,-1,0.6,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,91.76997429,0,119.1798855,8.8,0,0,0
616,20520,52,Shrub/Scrub,,20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,0,0,none,#ffffff,47.875,0,68.15477645,0,0,0,0
617,20521,52,Shrub/Scrub,,20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,1,0.15,low,#e5f5e0,54.86074743,0,73.49954853,1.6,0,0,0
618,20522,52,Shrub/Scrub,,20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,2,0.4,medium,#a1d99b,66.5036598,0,82.407502,4.266666667,0,0,0
619,20523,52,Shrub/Scrub,,20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,3,0.66,high,#31a354,78.61228868,0,91.6717736,7.04,0,0,0
620,20710,71,Herbaceuous,,20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
621,20711,71,Herbaceuous,,20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
622,20712,71,Herbaceuous,,20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
623,20713,71,Herbaceuous,,20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
624,20810,81,Hay/Pasture,,20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
625,20811,81,Hay/Pasture,,20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
626,20812,81,Hay/Pasture,,20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
627,20813,81,Hay/Pasture,,20,Commercial,,0.6,0.6,0.6,0.1,1,0,-1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
628,20820,82,Cultivated Crops,,20,Commercial,,0.6,0.6,0.6,-1,-1,0,-1,-1,0,0,none,#ffffff,4.793840162,0,65.75263422,0,0,0,0
629,20821,82,Cultivated Crops,,20,Commercial,,0.6,0.6,0.6,-1,-1,0,-1,-1,1,0.15,low,#e5f5e0,18.24176156,0,71.45772764,1.6,0,0,0
630,20822,82,Cultivated Crops,,20,Commercial,,0.6,0.6,0.6,-1,-1,0,-1,-1,2,0.4,medium,#a1d99b,40.6549639,0,80.96621666,4.266666667,0,0,0
631,20823,82,Cultivated Crops,,20,Commercial,,0.6,0.6,0.6,-1,-1,0,-1,-1,3,0.66,high,#31a354,63.96469433,0,90.85504525,7.04,0,0,0
632,20900,90,Woody Wetlands,,20,Commercial,,0.6,0.6,-1,-1,1,0,-1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
633,20901,90,Woody Wetlands,,20,Commercial,,0.6,0.6,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
634,20902,90,Woody Wetlands,,20,Commercial,,0.6,0.6,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
635,20903,90,Woody Wetlands,,20,Commercial,,0.6,0.6,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
636,20950,95,Emergent Herbaceuous Wetlands,,20,Commercial,,0.6,0.6,-1,-1,1,0,-1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
637,20951,95,Emergent Herbaceuous Wetlands,,20,Commercial,,0.6,0.6,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
638,20952,95,Emergent Herbaceuous Wetlands,,20,Commercial,,0.6,0.6,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
639,20953,95,Emergent Herbaceuous Wetlands,,20,Commercial,,0.6,0.6,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
640,30110,11,Open Water,,30,Industrial,,-1,-1,-1,-1,-1,0,-1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
641,30111,11,Open Water,,30,Industrial,,-1,-1,-1,-1,-1,0,-1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
642,30112,11,Open Water,,30,Industrial,,-1,-1,-1,-1,-1,0,-1,-1,2,0.4,medium,#a1d99b,37.7786598,0,41.51463613,4.266666667,0,0,0
643,30113,11,Open Water,,30,Industrial,,-1,-1,-1,-1,-1,0,-1,-1,3,0.66,high,#31a354,62.33478868,0,68.49914961,7.04,0,0,0
644,30120,12,Perennial Ice/Snow,,30,Industrial,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
645,30121,12,Perennial Ice/Snow,,30,Industrial,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
646,30122,12,Perennial Ice/Snow,,30,Industrial,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,37.7786598,0,41.51463613,4.266666667,0,0,0
647,30123,12,Perennial Ice/Snow,,30,Industrial,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,62.33478868,0,68.49914961,7.04,0,0,0
648,30210,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",30,Industrial,,0.1,0.1,0.1,0.1,0.2,0,-1,-1,0,0,none,#ffffff,25.49986095,4.08,79.01411479,1.76,51.81402439,212.31,37.03522039
649,30211,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",30,Industrial,,0.1,0.1,0.1,0.1,0.2,0,-1,-1,1,0.15,low,#e5f5e0,35.84187923,3.468,82.72998612,3.096,51.81402439,212.31,37.03522039
650,30212,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",30,Industrial,,0.1,0.1,0.1,0.1,0.2,0,-1,-1,2,0.4,medium,#a1d99b,53.07857637,2.448,88.923105,5.322666667,51.81402439,212.31,37.03522039
651,30213,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",30,Industrial,,0.1,0.1,0.1,0.1,0.2,0,-1,-1,3,0.66,high,#31a354,71.0047414,1.3872,95.36394864,7.6384,51.81402439,212.31,37.03522039
652,30220,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",30,Industrial,,0.1,0.1,0.1,0.1,0.2,-1,-1,-1,0,0,none,#ffffff,20.90844667,3.52,72.06732319,0.61,207.2560976,849.24,147.1338816
653,30221,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",30,Industrial,,0.1,0.1,0.1,0.1,0.2,-1,-1,-1,1,0.15,low,#e5f5e0,31.9391771,2.992,76.82521326,2.1185,207.2560976,849.24,147.1338816
654,30222,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",30,Industrial,,0.1,0.1,0.1,0.1,0.2,-1,-1,-1,2,0.4,medium,#a1d99b,50.32372781,2.112,84.75503004,4.632666667,207.2560976,849.24,147.1338816
655,30223,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",30,Industrial,,0.1,0.1,0.1,0.1,0.2,-1,-1,-1,3,0.66,high,#31a354,69.44366054,1.1968,93.0020395,7.2474,207.2560976,849.24,147.1338816
656,30230,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",30,Industrial,,0.1,0.1,0.1,0.1,0.2,-1,-1,-1,0,0,none,#ffffff,17.69813636,3.08,61.93838294,0.36,234.070122,954.85,720.4716833
657,30231,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",30,Industrial,,0.1,0.1,0.1,0.1,0.2,-1,-1,-1,1,0.15,low,#e5f5e0,29.21041333,2.618,68.21561405,1.906,234.070122,954.85,720.4716833
658,30232,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",30,Industrial,,0.1,0.1,0.1,0.1,0.2,-1,-1,-1,2,0.4,medium,#a1d99b,48.39754162,1.848,78.67766589,4.482666667,234.070122,954.85,720.4716833
659,30233,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",30,Industrial,,0.1,0.1,0.1,0.1,0.2,-1,-1,-1,3,0.66,high,#31a354,68.35215504,1.0472,89.55819981,7.1624,234.070122,954.85,720.4716833
660,30240,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",30,Industrial,,0.1,0.1,0.1,0.1,0.2,-1,-1,-1,0,0,none,#ffffff,10.98142029,1.76,44.78642515,0.245,267.9065041,3418.485,1805.616283
661,30241,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",30,Industrial,,0.1,0.1,0.1,0.1,0.2,-1,-1,-1,1,0.15,low,#e5f5e0,23.50120467,1.496,53.63644993,1.80825,267.9065041,3418.485,1805.616283
662,30242,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",30,Industrial,,0.1,0.1,0.1,0.1,0.2,-1,-1,-1,2,0.4,medium,#a1d99b,44.36751198,1.056,68.38649122,4.413666667,267.9065041,3418.485,1805.616283
663,30243,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",30,Industrial,,0.1,0.1,0.1,0.1,0.2,-1,-1,-1,3,0.66,high,#31a354,66.06847158,0.5984,83.72653416,7.1233,267.9065041,3418.485,1805.616283
664,30310,31,Barren Land,,30,Industrial,,0.1,0.1,0.1,0.1,0.2,0,-1,-1,0,0,none,#ffffff,6.8,0,25.5,0,0,0,0
665,30311,31,Barren Land,,30,Industrial,,0.1,0.1,0.1,0.1,0.2,0,-1,-1,1,0.15,low,#e5f5e0,19.94699743,0,37.24298855,1.6,0,0,0
666,30312,31,Barren Land,,30,Industrial,,0.1,0.1,0.1,0.1,0.2,0,-1,-1,2,0.4,medium,#a1d99b,41.8586598,0,56.81463613,4.266666667,0,0,0
667,30313,31,Barren Land,,30,Industrial,,0.1,0.1,0.1,0.1,0.2,0,-1,-1,3,0.66,high,#31a354,64.64678868,0,77.16914961,7.04,0,0,0
668,30410,41,Deciduous Forest,,30,Industrial,,-1,0.1,-1,-1,0.2,0,-1,-1,0,0,none,#ffffff,85.88498714,0,96.08994273,8.8,0,0,0
669,30411,41,Deciduous Forest,,30,Industrial,,-1,0.1,-1,-1,0.2,0,-1,-1,1,0.15,low,#e5f5e0,85.88498714,0,96.08994273,8.8,0,0,0
670,30412,41,Deciduous Forest,,30,Industrial,,-1,0.1,-1,-1,0.2,0,-1,-1,2,0.4,medium,#a1d99b,85.88498714,0,96.08994273,8.8,0,0,0
671,30413,41,Deciduous Forest,,30,Industrial,,-1,0.1,-1,-1,0.2,0,-1,-1,3,0.66,high,#31a354,85.88498714,0,96.08994273,8.8,0,0,0
672,30420,42,Evergreen Forest,,30,Industrial,,-1,0.1,-1,-1,0.2,0,-1,-1,0,0,none,#ffffff,105.6849871,0,96.08994273,14.4,0,0,0
673,30421,42,Evergreen Forest,,30,Industrial,,-1,0.1,-1,-1,0.2,0,-1,-1,1,0.15,low,#e5f5e0,105.6849871,0,96.08994273,14.4,0,0,0
674,30422,42,Evergreen Forest,,30,Industrial,,-1,0.1,-1,-1,0.2,0,-1,-1,2,0.4,medium,#a1d99b,105.6849871,0,96.08994273,14.4,0,0,0
675,30423,42,Evergreen Forest,,30,Industrial,,-1,0.1,-1,-1,0.2,0,-1,-1,3,0.66,high,#31a354,105.6849871,0,96.08994273,14.4,0,0,0
676,30430,43,Mixed Forest,,30,Industrial,,-1,0.1,-1,-1,0.2,0,-1,-1,0,0,none,#ffffff,91.76997429,0,119.1798855,8.8,0,0,0
677,30431,43,Mixed Forest,,30,Industrial,,-1,0.1,-1,-1,0.2,0,-1,-1,1,0.15,low,#e5f5e0,91.76997429,0,119.1798855,8.8,0,0,0
678,30432,43,Mixed Forest,,30,Industrial,,-1,0.1,-1,-1,0.2,0,-1,-1,2,0.4,medium,#a1d99b,91.76997429,0,119.1798855,8.8,0,0,0
