lucode,code,nlud_simple_class,nlud_simple_subclass,simple_nlud,nlcd,nlcd_lulc,nlcd_colors,tree,tree_canopy_cover,tree_colors,urban_nature,search_radius_m
818,030232,Industrial,,30,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
819,030233,Industrial,,30,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
820,030240,Industrial,,30,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
821,030241,Industrial,,30,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
822,030242,Industrial,,30,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
823,030243,Industrial,,30,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
824,030310,Industrial,,30,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
825,030311,Industrial,,30,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
826,030312,Industrial,,30,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
827,030313,Industrial,,30,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
828,030410,Industrial,,30,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
829,030411,Industrial,,30,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
830,030412,Industrial,,30,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
831,030413,Industrial,,30,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
832,030420,Industrial,,30,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
833,030421,Industrial,,30,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
834,030422,Industrial,,30,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
835,030423,Industrial,,30,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
836,030430,Industrial,,30,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
837,030431,Industrial,,30,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
838,030432,Industrial,,30,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
839,030433,Industrial,,30,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
840,030510,Industrial,,30,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
841,030511,Industrial,,30,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
842,030512,Industrial,,30,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
843,030513,Industrial,,30,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
844,030520,Industrial,,30,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
845,030521,Industrial,,30,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
846,030522,Industrial,,30,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
847,030523,Industrial,,30,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
848,030710,Industrial,,30,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
849,030711,Industrial,,30,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
850,030712,Industrial,,30,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
851,030713,Industrial,,30,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
852,030720,Industrial,,30,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
853,030721,Industrial,,30,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
854,030722,Industrial,,30,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
855,030723,Industrial,,30,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
856,030730,Industrial,,30,73,Lichens,#99C147,0,none,#ffffff,0,
857,030731,Industrial,,30,73,Lichens,#99C147,1,low,#e5f5e0,0,
858,030732,Industrial,,30,73,Lichens,#99C147,2,medium,#a1d99b,0,
859,030733,Industrial,,30,73,Lichens,#99C147,3,high,#31a354,1,
860,030740,Industrial,,30,74,Moss,#77AD93,0,none,#ffffff,0,
861,030741,Industrial,,30,74,Moss,#77AD93,1,low,#e5f5e0,0,
862,030742,Industrial,,30,74,Moss,#77AD93,2,medium,#a1d99b,0,
863,030743,Industrial,,30,74,Moss,#77AD93,3,high,#31a354,1,
864,030810,Industrial,,30,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
865,030811,Industrial,,30,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
866,030812,Industrial,,30,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
867,030813,Industrial,,30,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
868,030820,Industrial,,30,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
869,030821,Industrial,,30,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
870,030822,Industrial,,30,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
871,030823,Industrial,,30,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
872,030900,Industrial,,30,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
873,030901,Industrial,,30,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
874,030902,Industrial,,30,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
875,030903,Industrial,,30,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
876,030950,Industrial,,30,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
877,030951,Industrial,,30,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
878,030952,Industrial,,30,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
879,030953,Industrial,,30,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
880,040110,Institutional,,40,11,Open Water,#476BA0,0,none,#ffffff,0,2230
881,040111,Institutional,,40,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
882,040112,Institutional,,40,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
883,040113,Institutional,,40,11,Open Water,#476BA0,3,high,#31a354,1,2230
884,040120,Institutional,,40,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
885,040121,Institutional,,40,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
886,040122,Institutional,,40,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
887,040123,Institutional,,40,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
888,040210,Institutional,,40,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
889,040211,Institutional,,40,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
890,040212,Institutional,,40,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
891,040213,Institutional,,40,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
892,040220,Institutional,,40,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
893,040221,Institutional,,40,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
894,040222,Institutional,,40,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
895,040223,Institutional,,40,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
896,040230,Institutional,,40,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
897,040231,Institutional,,40,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
898,040232,Institutional,,40,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
899,040233,Institutional,,40,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
900,040240,Institutional,,40,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
901,040241,Institutional,,40,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
902,040242,Institutional,,40,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
903,040243,Institutional,,40,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
904,040310,Institutional,,40,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
905,040311,Institutional,,40,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
906,040312,Institutional,,40,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
907,040313,Institutional,,40,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
908,040410,Institutional,,40,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
909,040411,Institutional,,40,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
910,040412,Institutional,,40,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
911,040413,Institutional,,40,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
912,040420,Institutional,,40,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
913,040421,Institutional,,40,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
914,040422,Institutional,,40,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
915,040423,Institutional,,40,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
916,040430,Institutional,,40,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
917,040431,Institutional,,40,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
918,040432,Institutional,,40,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
919,040433,Institutional,,40,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
920,040510,Institutional,,40,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
921,040511,Institutional,,40,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
922,040512,Institutional,,40,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
923,040513,Institutional,,40,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
924,040520,Institutional,,40,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
925,040521,Institutional,,40,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
926,040522,Institutional,,40,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
927,040523,Institutional,,40,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
928,040710,Institutional,,40,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
929,040711,Institutional,,40,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
930,040712,Institutional,,40,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
931,040713,Institutional,,40,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
932,040720,Institutional,,40,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
933,040721,Institutional,,40,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
934,040722,Institutional,,40,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
935,040723,Institutional,,40,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
936,040730,Institutional,,40,73,Lichens,#99C147,0,none,#ffffff,0,
937,040731,Institutional,,40,73,Lichens,#99C147,1,low,#e5f5e0,0,
938,040732,Institutional,,40,73,Lichens,#99C147,2,medium,#a1d99b,0,
939,040733,Institutional,,40,73,Lichens,#99C147,3,high,#31a354,1,
940,040740,Institutional,,40,74,Moss,#77AD93,0,none,#ffffff,0,
941,040741,Institutional,,40,74,Moss,#77AD93,1,low,#e5f5e0,0,
942,040742,Institutional,,40,74,Moss,#77AD93,2,medium,#a1d99b,0,
943,040743,Institutional,,40,74,Moss,#77AD93,3,high,#31a354,1,
944,040810,Institutional,,40,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
945,040811,Institutional,,40,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
946,040812,Institutional,,40,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
947,040813,Institutional,,40,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
948,040820,Institutional,,40,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
949,040821,Institutional,,40,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
950,040822,Institutional,,40,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
951,040823,Institutional,,40,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
952,040900,Institutional,,40,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
953,040901,Institutional,,40,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
954,040902,Institutional,,40,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
955,040903,Institutional,,40,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
956,040950,Institutional,,40,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
957,040951,Institutional,,40,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
958,040952,Institutional,,40,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
959,040953,Institutional,,40,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
960,051110,Transportation,Airport,51,11,Open Water,#476BA0,0,none,#ffffff,0,2230
961,051111,Transportation,Airport,51,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
962,051112,Transportation,Airport,51,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
963,051113,Transportation,Airport,51,11,Open Water,#476BA0,3,high,#31a354,1,2230
964,051120,Transportation,Airport,51,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
965,051121,Transportation,Airport,51,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
966,051122,Transportation,Airport,51,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
967,051123,Transportation,Airport,51,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
968,051210,Transportation,Airport,51,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
969,051211,Transportation,Airport,51,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
970,051212,Transportation,Airport,51,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
971,051213,Transportation,Airport,51,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
972,051220,Transportation,Airport,51,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
973,051221,Transportation,Airport,51,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
974,051222,Transportation,Airport,51,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
975,051223,Transportation,Airport,51,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
976,051230,Transportation,Airport,51,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
977,051231,Transportation,Airport,51,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
978,051232,Transportation,Airport,51,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
979,051233,Transportation,Airport,51,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
980,051240,Transportation,Airport,51,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
981,051241,Transportation,Airport,51,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
982,051242,Transportation,Airport,51,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
983,051243,Transportation,Airport,51,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
984,051310,Transportation,Airport,51,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
985,051311,Transportation,Airport,51,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
986,051312,Transportation,Airport,51,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
987,051313,Transportation,Airport,51,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
988,051410,Transportation,Airport,51,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
989,051411,Transportation,Airport,51,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
990,051412,Transportation,Airport,51,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
991,051413,Transportation,Airport,51,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
992,051420,Transportation,Airport,51,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
993,051421,Transportation,Airport,51,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
994,051422,Transportation,Airport,51,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
995,051423,Transportation,Airport,51,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
996,051430,Transportation,Airport,51,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
997,051431,Transportation,Airport,51,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
998,051432,Transportation,Airport,51,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
999,051433,Transportation,Airport,51,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
1000,051510,Transportation,Airport,51,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
1001,051511,Transportation,Airport,51,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
1002,051512,Transportation,Airport,51,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
1003,051513,Transportation,Airport,51,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
1004,051520,Transportation,Airport,51,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
1005,051521,Transportation,Airport,51,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
1006,051522,Transportation,Airport,51,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
1007,051523,Transportation,Airport,51,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
1008,051710,Transportation,Airport,51,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
1009,051711,Transportation,Airport,51,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
1010,051712,Transportation,Airport,51,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
1011,051713,Transportation,Airport,51,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
1012,051720,Transportation,Airport,51,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
1013,051721,Transportation,Airport,51,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
1014,051722,Transportation,Airport,51,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
1015,051723,Transportation,Airport,51,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
1016,051730,Transportation,Airport,51,73,Lichens,#99C147,0,none,#ffffff,0,
1017,051731,Transportation,Airport,51,73,Lichens,#99C147,1,low,#e5f5e0,0,
1018,051732,Transportation,Airport,51,73,Lichens,#99C147,2,medium,#a1d99b,0,
1019,051733,Transportation,Airport,51,73,Lichens,#99C147,3,high,#31a354,1,
1020,051740,Transportation,Airport,51,74,Moss,#77AD93,0,none,#ffffff,0,
1021,051741,Transportation,Airport,51,74,Moss,#77AD93,1,low,#e5f5e0,0,
1022,051742,Transportation,Airport,51,74,Moss,#77AD93,2,medium,#a1d99b,0,
1023,051743,Transportation,Airport,51,74,Moss,#77AD93,3,high,#31a354,1,
1024,051810,Transportation,Airport,51,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
1025,051811,Transportation,Airport,51,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
1026,051812,Transportation,Airport,51,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
1027,051813,Transportation,Airport,51,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
1028,051820,Transportation,Airport,51,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
1029,051821,Transportation,Airport,51,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
1030,051822,Transportation,Airport,51,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
1031,051823,Transportation,Airport,51,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
1032,051900,Transportation,Airport,51,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
1033,051901,Transportation,Airport,51,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
1034,051902,Transportation,Airport,51,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
1035,051903,Transportation,Airport,51,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
1036,051950,Transportation,Airport,51,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
1037,051951,Transportation,Airport,51,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
1038,051952,Transportation,Airport,51,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
1039,051953,Transportation,Airport,51,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
1040,052110,Transportation,Road and Rail,52,11,Open Water,#476BA0,0,none,#ffffff,0,2230
1041,052111,Transportation,Road and Rail,52,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
1042,052112,Transportation,Road and Rail,52,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
1043,052113,Transportation,Road and Rail,52,11,Open Water,#476BA0,3,high,#31a354,1,2230
1044,052120,Transportation,Road and Rail,52,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
1045,052121,Transportation,Road and Rail,52,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
1046,052122,Transportation,Road and Rail,52,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
1047,052123,Transportation,Road and Rail,52,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
1048,052210,Transportation,Road and Rail,52,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
1049,052211,Transportation,Road and Rail,52,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
1050,052212,Transportation,Road and Rail,52,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
1051,052213,Transportation,Road and Rail,52,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
1052,052220,Transportation,Road and Rail,52,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
1053,052221,Transportation,Road and Rail,52,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
1054,052222,Transportation,Road and Rail,52,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
1055,052223,Transportation,Road and Rail,52,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
1056,052230,Transportation,Road and Rail,52,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
1057,052231,Transportation,Road and Rail,52,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
1058,052232,Transportation,Road and Rail,52,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
1059,052233,Transportation,Road and Rail,52,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
1060,052240,Transportation,Road and Rail,52,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
1061,052241,Transportation,Road and Rail,52,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
1062,052242,Transportation,Road and Rail,52,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
1063,052243,Transportation,Road and Rail,52,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
1064,052310,Transportation,Road and Rail,52,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
1065,052311,Transportation,Road and Rail,52,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
1066,052312,Transportation,Road and Rail,52,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
1067,052313,Transportation,Road and Rail,52,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
1068,052410,Transportation,Road and Rail,52,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
1069,052411,Transportation,Road and Rail,52,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
1070,052412,Transportation,Road and Rail,52,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
1071,052413,Transportation,Road and Rail,52,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
1072,052420,Transportation,Road and Rail,52,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
1073,052421,Transportation,Road and Rail,52,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
1074,052422,Transportation,Road and Rail,52,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
1075,052423,Transportation,Road and Rail,52,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
1076,052430,Transportation,Road and Rail,52,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
1077,052431,Transportation,Road and Rail,52,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
